entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
6161,Piano,"Novaes, Guiomar",S,1919-20,3539,bb1336d4-64b1-4617-8182-e9f38ab31a04
6162,Violin,"Kreisler, Fritz",S,1919-20,8544,a7ece438-89c5-4889-83b0-c1db43f428fd
6163,Soprano,"Ponselle, Rosa",S,1919-20,5644,b539b319-3c40-4e37-84e5-faf823585c58
6165,Soprano,"Namara, Marguerite",S,1919-20,5655,99d9c3a5-c106-4655-a70b-e161e5eafbe4
6169,Piano,"Rubinstein, Beryl",S,1919-20,5661,e312cbd8-8394-4eb6-814a-668e08022452
6170,Other,No Soloist,S,1919-20,8545,c0b6a653-0ea9-4137-89ed-3620b0486717
6171,Piano,"Novaes, Guiomar",S,1919-20,5666,7c7eb53e-3a69-4f56-96ef-ee50967724b9
6172,Piano,"Cortot, Alfred",S,1919-20,8546,8cb403a5-bd8f-49fd-a613-0ec45ebed612
6173,Soprano,"Ponselle, Rosa",S,1919-20,5668,3c17bf6c-0610-4c13-9a89-63d5668b4638
6175,Piano,"Prokofiev, Sergei",S,1919-20,5675,c3ad208b-408e-4474-b324-812806692e9b
6176,Soprano,"Alda, Frances",S,1919-20,5675,c3ad208b-408e-4474-b324-812806692e9b
6177,Piano,"Ballard, Erin",A,1919-20,5675,c3ad208b-408e-4474-b324-812806692e9b
6186,Violin,"Elman, Mischa",S,1919-20,8547,dfab36ee-337e-41e8-9ca0-ec34245380b6
6187,Other,No Soloist,S,1919-20,5683,04ecece3-4a68-44a3-b46a-0e1cb273d405
6188,Violin,"Tinlot, Gustave",A,1919-20,8535,81c0b2aa-f5b4-426b-960f-32d8a7da6546
6189,Piano,"Aubert, John",S,1919-20,451,08ef1923-c7e5-49f4-ba21-e789796a036e
6190,Violin,"Rosen, Max",S,1919-20,457,c1d7c86d-b2c7-4046-9937-c59a4a66e966
6191,Oboe,"Mathieu, Pierre",S,1919-20,8536,3a344ca7-e9e7-4a04-ba03-ca135bef5f85
6192,Bassoon,"Letellier, Louis",S,1919-20,8536,3a344ca7-e9e7-4a04-ba03-ca135bef5f85
6193,Piano,"Cortot, Alfred",S,1919-20,10350,e83cad7c-fb1e-45b0-9e0d-bb9b847a3313
6196,Piano,"Cortot, Alfred",S,1919-20,10351,da69b8d0-2c1a-43e0-ab68-f9363e872fd8
6198,Piano,"Morris, Edward",S,1919-20,7343,d3607e0b-c03d-41cf-910f-9c8f1533c060
6199,Piano,"Deyo, Ruth",S,1919-20,7346,f3dc7e2a-0e19-449b-b9d1-bebec084a48a
6200,Other,No Soloist,S,1919-20,7350,0cc65ef5-22e4-4c9b-ae26-7dc0a8dd51bf
6201,Cello,"Casals, Pablo",S,1919-20,8537,469f7310-8258-4365-8101-66b4862e9335
6202,Dancer,"Page, Ruth",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6203,Dancer,"Leslie, Caird",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6204,Dancer,"Bolm, Adolph",S,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6205,Piano,"Hansotte, Marcel",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6206,Dancer,"Leeraas, Margit",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6207,Dancer,"Oumansky, Alexander",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6214,Dancer,"Parker, Frank",A,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6229,Dancer,Adolph Bolm Ballet Intime,S,1919-20,10352,9c86ba74-bd39-44a3-a420-44a5eb078676
6231,Dancer,"Page, Ruth",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6232,Dancer,"Leslie, Caird",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6233,Dancer,"Bolm, Adolph",S,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6234,Piano,"Hansotte, Marcel",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6235,Dancer,"Leeraas, Margit",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6236,Dancer,"Oumansky, Alexander",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6243,Dancer,"Parker, Frank",A,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6258,Dancer,Adolph Bolm Ballet Intime,S,1919-20,10352,23b3401d-614b-4fd8-844c-857a860600eb-0.1
6260,Piano,"Rachmaninoff, Sergei",S,1919-20,464,8ba9ccdf-3a82-4b08-88ab-432e0a00e2ab
6261,Piano,"Novaes, Guiomar",S,1919-20,13678,66d662a4-7e30-4b28-989a-638afd87860e
6262,Dancer,Roshanara,S,1919-20,470,5e7dd709-3b7b-41aa-a303-531304204b29
6264,Drum,"Watters, Isabelle",A,1919-20,470,5e7dd709-3b7b-41aa-a303-531304204b29
6265,Drum,"Ann, Martha",A,1919-20,470,5e7dd709-3b7b-41aa-a303-531304204b29
6273,Piano,"Rachmaninoff, Sergei",S,1919-20,480,3b57cfe6-1a5f-4be5-bda3-5ce11aa13003
6274,Piano,"Rachmaninoff, Sergei",S,1919-20,488,d5c098e6-ab3a-4bd0-85b1-1b1f8c87103e
6275,Tenor,"Diaz, Rafael",S,1919-20,6102,8132a970-0551-4261-89ea-291079e375f4
6276,Piano,"Godowsky, Leopold",S,1919-20,6102,8132a970-0551-4261-89ea-291079e375f4
6277,Violin,"Spalding, Albert",S,1919-20,6107,56d5cb02-6df1-46ad-b850-a9631cb78913
6278,Violin,"Spalding, Albert",S,1919-20,6112,2955adac-4f83-471a-984b-ad0eb8fb75fc
6279,Soprano,"Gates, Lucy",S,1919-20,10353,7e483eb1-0fd3-4669-b3bd-69fe6fb8e7d8
6280,Violin,"Tinlot, Gustave",A,1919-20,10353,7e483eb1-0fd3-4669-b3bd-69fe6fb8e7d8
6281,Xylophone,"Borodkin, Sam",A,1919-20,10353,7e483eb1-0fd3-4669-b3bd-69fe6fb8e7d8
6283,Piano,"Ganz, Rudolph",S,1919-20,6116,87b4c2eb-1e77-4bd0-a485-52cc48e31cdf
6284,Soprano,"Gates, Lucy",S,1919-20,8548,5e7b6436-1f9f-4c3e-8ecf-cc3ed20abd82
6285,Violin,"Tinlot, Gustave",A,1919-20,8548,5e7b6436-1f9f-4c3e-8ecf-cc3ed20abd82
6287,Piano,"Godowsky, Leopold",S,1919-20,6123,481a7e2d-06ee-4c26-9990-565c11b6aad5
6288,Violin,"Tinlot, Gustave",A,1919-20,8549,8fcde6a4-6d8f-4021-a112-2eed8019c51a
6289,Piano,"Alwyne, Horace",S,1919-20,6136,e8c823cf-b4d6-43f8-badc-e182a939f2b5
6290,Piano,"Godowsky, Leopold",S,1919-20,6145,b8a43bbf-fc80-49e0-8d00-8b186aaa32ab
6291,Contralto,"Roberts, Emma",S,1919-20,400,0cd3d165-0368-48ae-b481-eafaf7623f49
6296,Violin,"Heifetz, Jascha",S,1919-20,8550,c901101c-150c-4d02-aa57-55b5d3565696
6297,Soprano,"Jupp, Edith",S,1919-20,407,9824df42-66a4-4974-8f78-f146d72d1a06
6298,Violin,"Heifetz, Jascha",S,1919-20,8551,43d2e9fd-9041-4cfd-94fa-13129c3aeea7
6299,Piano,"Hall, Frances",S,1919-20,410,29890388-c028-47f6-84ea-60a33de2c29c
6300,Violin,"Kreisler, Fritz",S,1919-20,4837,d2aac0ce-3a59-4535-80b0-0fab22d75c36
6301,Violin,"Kreisler, Fritz",S,1919-20,4844,50cf3129-3645-41df-9da2-4303a18d9696
6302,Piano,"Godowsky, Leopold",S,1919-20,13679,afa045fb-0a28-422d-ad7c-1278a23c2729
6303,Violin,"Kreisler, Fritz",S,1919-20,13680,974bc4f6-88ef-43e9-9f5c-f48f6bdff79e
6304,Soprano,"Vosari, Adeline",S,1919-20,13953,8f5c81a5-01b4-405c-b16c-ec9b4ef0aca8
6305,Folk Singer,"Bruzovna, Halina",S,1919-20,13953,8f5c81a5-01b4-405c-b16c-ec9b4ef0aca8
6306,Violin,"Guidi, Scipione",S,1919-20,13953,8f5c81a5-01b4-405c-b16c-ec9b4ef0aca8
6307,Piano,"Duke, John",S,1919-20,13953,8f5c81a5-01b4-405c-b16c-ec9b4ef0aca8
6308,Piano,"Yates, Harold",S,1919-20,13953,8f5c81a5-01b4-405c-b16c-ec9b4ef0aca8
6316,Violin,"Spalding, Albert",S,1919-20,10449,4304c014-13a7-4578-a60d-b4b39e67879b
6317,Piano,"Powell, John",S,1919-20,10450,0cfdb064-7ed1-4e76-9281-cfde6a3ffb22
6318,Piano,"Powell, John",S,1919-20,10464,bd221e43-b034-4b35-82db-418d1ff6e986
6319,Violin,"Spalding, Albert",S,1919-20,10473,d0fa5593-c3d5-4e5a-9b2c-64896cc4e426
6320,Violin,"Spalding, Albert",S,1919-20,10476,a70c2ebf-73e6-4138-b056-3e6659feb12f
6321,Piano,"Powell, John",S,1919-20,10477,fc91a311-9c55-40e3-9e65-86905f5580c4
6322,Vocalist,"Garrison, Mabel",S,1919-20,10479,4896bd48-4ce8-45ad-852b-d1db68d5dee9
6323,Baritone,"Tuckerman, Earle",S,1919-20,13780,2bb5c210-f86b-4697-97da-8ffe13cdc1a2
6324,Mezzo-Soprano,"Pascova, Carmen",S,1919-20,13780,2bb5c210-f86b-4697-97da-8ffe13cdc1a2
6325,Violin,"Ray, Ruth",S,1919-20,13781,4bf295be-6a5a-4045-9560-d4c0d4028a8e
6327,Soprano,"Patterson, Idelle",S,1919-20,13781,4bf295be-6a5a-4045-9560-d4c0d4028a8e
6328,Tenor,"Althouse, Paul",S,1919-20,13782,19841422-4999-4f71-bd62-98f3bf704a95
6329,None,"Beale, Kitty",S,1919-20,13782,19841422-4999-4f71-bd62-98f3bf704a95
6330,,"Beale, Kitty",S,1919-20,13782,19841422-4999-4f71-bd62-98f3bf704a95
6332,Piano,"Gabrilowitsch, Ossip",S,1920-21,13681,2e2dafd7-646f-465e-9494-74ac28e959d8
6333,Violin,"Macmillen, Francis",S,1920-21,13682,1153faed-2a61-4a8c-bbee-4e14b6e70eef
6334,Piano,"Mero, Yolanda",S,1920-21,13683,9afbf2d9-943d-4685-aba6-56d97f986c26
6335,Piano,"Mero, Yolanda",S,1920-21,13397,ea424fc5-6fb8-48a4-a9c7-2643d5cbbf74
6336,Other,No Soloist,S,1920-21,13397,ea424fc5-6fb8-48a4-a9c7-2643d5cbbf74
6337,Piano,"Locus, Matilda",S,1920-21,13684,01cfef4d-3ca2-43a4-86c3-17b92227ee57
6338,Piano,"Mero, Yolanda",S,1920-21,2520,fde1fb9b-88b6-4740-9420-a099487b6760
6339,Other,No Soloist,S,1920-21,2520,fde1fb9b-88b6-4740-9420-a099487b6760
6340,Vocalist,"Homer, Louise",S,1920-21,8553,a8621137-2b26-4e49-a020-52e23a6ee025
6342,Piano,"Mero, Yolanda",S,1920-21,13395,2fc4b629-9a63-4664-a462-64d8ba6b62f4
6343,Other,No Soloist,S,1920-21,13395,2fc4b629-9a63-4664-a462-64d8ba6b62f4
6344,Viola,"Bailly, Louis",S,1920-21,13685,fff14467-1930-4a10-b29b-9cd5bc21d182
6345,Piano,"Mero, Yolanda",S,1920-21,2534,a7b47e00-4c3c-44bf-b824-8ad8f0e12233
6346,Soprano,"Easton, Florence",S,1920-21,8554,8c244fff-1320-4faf-9d99-cab44d971c7b
6348,Piano,"Mero, Yolanda",S,1920-21,13396,56493c6e-65ba-4377-93f5-53571ba1021d
6349,Other,No Soloist,S,1920-21,13396,56493c6e-65ba-4377-93f5-53571ba1021d
6350,Soprano,"Hempel, Frieda",S,1920-21,8555,1a1570ab-23cb-4f78-ba34-32dddf06263e
6352,Soprano,"Woodford, Eleanor",S,1920-21,809,9c5bb21d-189b-4077-8ebe-621fa1f5266a
6353,Chorus,St. Cecilia Club,S,1920-21,809,9c5bb21d-189b-4077-8ebe-621fa1f5266a
6354,Vocalist,"Sullivan, J. Graham",A,1920-21,809,9c5bb21d-189b-4077-8ebe-621fa1f5266a
6356,Violin,"Vidas, Raoul",S,1920-21,10331,6b2db9ef-1732-4d2b-95c5-59fb4011bfab
6357,Piano,"Damrosch, Walter",A,1920-21,10331,6b2db9ef-1732-4d2b-95c5-59fb4011bfab
6359,Violin,"Kreisler, Fritz",S,1920-21,816,ab788cc6-e8ae-47a5-9887-a282a6a6d81d
6360,Violin,"Vidas, Raoul",S,1920-21,8556,2c261ac2-229c-44ad-8194-84d4b999c1ab
6362,Violin,"Kreisler, Fritz",S,1920-21,13686,cb1d38ea-1661-4638-b7d4-c316b0347f00
6364,Violin,"Seidel, Toscha",S,1920-21,820,41aa1cd3-6ddc-4b84-83dc-cee45e233207
6365,Violin,"Seidel, Toscha",S,1920-21,824,44d763a1-6c83-4d7f-9649-381d8a9b29a9
6366,Other,No Soloist,S,1920-21,829,374d1c3f-6e8d-40cd-bbc0-8afd2e49e927
6367,Violin,"Zimbalist, Efrem",S,1920-21,13687,f8ef1837-5818-43b2-b5d1-eb17786d38db
6368,Piano,"Grainger, Percy",S,1920-21,8557,0b66b5ea-d1d5-4ca6-bbf4-854d3a3a8ecd
6369,Piano,"Godowsky, Leopold",S,1920-21,836,2cd4f2c6-15fa-4015-bf8d-e9b71a937f3d
6370,Piano,"Samaroff, Olga",S,1920-21,1208,2a3cdd9b-a0ef-4ae1-acbc-b441bbac74dc
6371,Violin,"Megerlin, Alfred",A,1920-21,1208,2a3cdd9b-a0ef-4ae1-acbc-b441bbac74dc
6372,Piano,"Samaroff, Olga",S,1920-21,1216,94a0e4b1-4bae-4dd3-97d0-283b98f72582
6373,Violin,"Megerlin, Alfred",A,1920-21,1216,94a0e4b1-4bae-4dd3-97d0-283b98f72582
6374,Piano,"Levitzki, Mischa",S,1920-21,8559,2d17d1ec-3e20-4999-b591-9e69b880f83c
6375,Violin,"Spalding, Albert",S,1920-21,13688,1964ac1e-7d4a-482a-87fe-19ce48761eef
6376,Mezzo-Soprano,"Matzenauer, Margarete",S,1920-21,8560,29a3de48-2715-46c2-8751-935303f869ec
6379,Violin,"Megerlin, Alfred",S,1920-21,1225,46f753c4-6b03-454f-9cae-0739f625a213
6380,Piano,"Ballon, Ellen",S,1920-21,1227,417b099d-df98-4760-b399-955e0158ff80
6381,Violin,"Serato, Arrigo",S,1920-21,1231,998e75bd-d9c5-415f-86b9-4e4df136604c
6382,Soprano,"Eymael (Eymaël), Christaine",S,1920-21,11778,1ab408d5-ab85-4710-9a8b-1e639817b7a0
6383,Violin,"Karekjarto (Kerekjártó), Duci de",S,1920-21,11778,1ab408d5-ab85-4710-9a8b-1e639817b7a0
6384,Tenor,"Meader, George",S,1920-21,1236,6e6749a5-a520-467e-923f-52f2ac633ce7
6385,Piano,"Bos, Coenraad V.",A,1920-21,1236,6e6749a5-a520-467e-923f-52f2ac633ce7
6386,Piano,"Godowsky, Leopold",S,1920-21,1236,6e6749a5-a520-467e-923f-52f2ac633ce7
6387,Violin,"Spalding, Albert",S,1920-21,1236,6e6749a5-a520-467e-923f-52f2ac633ce7
6388,Cello,"Kindler, Hans",S,1920-21,1236,6e6749a5-a520-467e-923f-52f2ac633ce7
6395,Piano,"Bauer, Harold",S,1920-21,1241,c163c86c-6e5d-40b5-8a0e-2e5ee39a80cc
6396,Piano,"Samaroff, Olga",S,1920-21,13689,24c423a3-e8c8-47b3-8b6b-de72adc34ecb
6397,Piano,"Gebhard, Heinrich",S,1920-21,13689,24c423a3-e8c8-47b3-8b6b-de72adc34ecb
6398,Piano,"Bauer, Harold",S,1920-21,692,7d1c1af7-4adb-4b11-932c-3a62db8f0a2f
6399,Violin,"Kreisler, Fritz",S,1920-21,8561,fdf09782-a8f4-48e2-8106-f31e4e9a359b
6400,Contralto,"Peege (Peegé), Charlotte",S,1920-21,8562,e0db1c0d-91b8-495f-aa1c-bbe682b601a2
6401,Womens Chorus,Oratorio Society of New York,S,1920-21,8562,e0db1c0d-91b8-495f-aa1c-bbe682b601a2
6402,Narrator,"Bispham, David Scull",S,1920-21,8562,e0db1c0d-91b8-495f-aa1c-bbe682b601a2
6403,Soprano,"Harris, Rachel Morton",S,1920-21,8562,e0db1c0d-91b8-495f-aa1c-bbe682b601a2
6428,Violin,"Kreisler, Fritz",S,1920-21,13691,9262ab90-6883-49a0-9c91-7f5a9b245466
6429,Tenor,"Meader, George",S,1920-21,696,3b2a281d-59ad-420a-9108-b2b2fc029679
6430,Piano,"Boshko, Victoria",S,1920-21,696,3b2a281d-59ad-420a-9108-b2b2fc029679
6432,Piano,"Schumann, Meta",A,1920-21,696,3b2a281d-59ad-420a-9108-b2b2fc029679
6439,Soprano,"Kanders, Helen",S,1920-21,696,3b2a281d-59ad-420a-9108-b2b2fc029679
6440,Piano,"Rachmaninoff, Sergei",S,1920-21,10335,17b9a378-2282-4bc7-ab89-9447f7eef05c
6441,Piano,"Rachmaninoff, Sergei",S,1920-21,8564,5801dc8b-acaa-4b6d-88e4-c01b5e26ba30
6442,Violin,"Manen, Joan",S,1920-21,3829,719fb995-741b-4ee7-bd81-8dfd59492d00
6446,Viola,"Pollain, Rene",A,1920-21,8565,e2e01bfb-ba29-4117-b25d-4dd0e3f1805b
6447,Piano,"Bauer, Harold",S,1920-21,8565,e2e01bfb-ba29-4117-b25d-4dd0e3f1805b
6448,Organ,"Yon, Pietro",S,1920-21,8565,e2e01bfb-ba29-4117-b25d-4dd0e3f1805b
6450,Mezzo-Soprano,"Matzenauer, Margarete",S,1920-21,3839,99648e0d-77ab-4034-bec2-6739ea8e4948
6452,Violin,"Tinlot, Gustave",A,1920-21,10336,9eeba1a8-e63d-403e-8aaa-03a67251b93e
6453,Cello,"Willeke, Willem",A,1920-21,10336,9eeba1a8-e63d-403e-8aaa-03a67251b93e
6454,Piano,"Damrosch, Walter",A,1920-21,10336,9eeba1a8-e63d-403e-8aaa-03a67251b93e
6455,Viola,"Pollain, Rene",A,1920-21,8575,f3bce020-9436-4f2b-8a0f-5a9769fe8b35
6457,Violin,"Spalding, Albert",S,1920-21,8575,f3bce020-9436-4f2b-8a0f-5a9769fe8b35
6458,Violin,"Serato, Arrigo",S,1920-21,3844,2a1550f7-64e2-4e04-be6a-0d0e168a8a3b
6459,Mezzo-Soprano,"Matzenauer, Margarete",S,1920-21,3849,7b738e01-56f2-4a08-82a4-37ffcf88f445
6463,Violin,"Schmuller, Alexander",S,1920-21,13693,a390b87d-bb5f-4244-9cb3-78445b5f98bb
6464,Mezzo-Soprano,"Matzenauer, Margarete",S,1920-21,3852,8d83d55d-a023-4159-8f2f-73eb1a319c3c
6468,Vocalist,"Lawler, Kathleen",S,1920-21,3857,714e158a-5df5-4945-96a6-ba3580ea20aa
6469,Cello,"Schulz, Leo",S,1920-21,3867,a012d61c-ce39-4f34-9d61-a268fb1470ca
6470,Piano,"Levitzki, Mischa",S,1920-21,13694,a3eaba43-bc5b-436d-83fb-4f066e6c271c
6471,Piano,"Ballon, Ellen",S,1920-21,4401,5dac22e8-14ce-406c-b7b5-5514ce91af76
6472,Piano,"Schmitz, E. Robert",S,1920-21,8576,13eeece6-b883-4d31-a886-3d9d9ec09100
6473,Piano,"Lhevinne, Josef",S,1920-21,4406,148911ba-1764-43f1-898d-7701fd1b9a20
6474,Piano,"Friedman, Ignaz",S,1920-21,13695,555ed079-6e07-4954-aaa8-762ad3049017
6475,Piano,"Rachmaninoff, Sergei",S,1920-21,4411,8baa7825-6a68-4555-b9a9-22c6ace12d08
6476,Violin,"Kreisler, Fritz",S,1920-21,8577,351305e6-8e9f-4dab-9338-a3c0e00391eb
6477,Piano,"Rachmaninoff, Sergei",S,1920-21,4416,992eba4d-6b1e-4ed9-b663-b738ccddba7e
6478,Piano,"Maier, Guy",S,1920-21,10344,56d3da9b-b463-421e-a1de-069b69f3ca7d
6479,Piano,"Pattison, Lee",S,1920-21,10344,56d3da9b-b463-421e-a1de-069b69f3ca7d
6480,Violin,"Kugel, Bernard",S,1920-21,4426,0357d8d5-2b30-40f9-a77f-aa7a7dca79e7
6481,Chorus,University Glee Club of Brooklyn,S,1920-21,4426,0357d8d5-2b30-40f9-a77f-aa7a7dca79e7
6482,Soprano,"Prina, May Reddick",S,1920-21,4426,0357d8d5-2b30-40f9-a77f-aa7a7dca79e7
6483,Piano,"Maier, Guy",S,1920-21,8578,e927d1d1-b46c-4a5a-add6-96cef563ec4f
6484,Piano,"Pattison, Lee",S,1920-21,8578,e927d1d1-b46c-4a5a-add6-96cef563ec4f
6485,Soprano,"Conrad, Henrietta",A,1920-21,8579,0b080d02-9ed0-458f-bd7d-fa3b0675f4a3
6486,Tenor,"Dobkin, Dmitry",S,1920-21,4279,9b32be26-6b4f-4df7-ba20-6d0e4f879d31
6488,Piano,"Lhevinne, Josef",S,1920-21,4285,8485eafb-e2a7-44ba-a098-da410dff458d
6489,Organ,"Yon, Pietro",S,1920-21,8580,e78eec4c-1512-45b2-a06a-68f145526eb8
6490,Piano,"Clug, Ruth",A,1920-21,8580,e78eec4c-1512-45b2-a06a-68f145526eb8
6492,Soprano,"Conrad, Henrietta",A,1920-21,8580,e78eec4c-1512-45b2-a06a-68f145526eb8
6493,Other,No Soloist,S,1920-21,4289,13149bcb-4a83-4c0c-b209-7bd027ce7977
6494,Piano,"Mero, Yolanda",S,1920-21,13954,4f0cc59f-5c9c-4bdd-90b4-ed41ddf73251
6495,Soprano,"Engell, Birgit",S,1920-21,13696,61b148b2-6875-43eb-a6cf-9c2d2963293e
6496,Piano,"Rachmaninoff, Sergei",S,1920-21,8581,4aadfc93-a5c0-4cc3-9b66-a8e1eed6c7c2
6497,Chorus,St. Cecilia Club,S,1920-21,4296,097a79bc-e33f-491f-8d32-3d386c723c49
6498,Soprano,"Land, John Hilton",A,1920-21,4296,097a79bc-e33f-491f-8d32-3d386c723c49
6500,Vocalist,"Sullivan, J. Graham",A,1920-21,4296,097a79bc-e33f-491f-8d32-3d386c723c49
6501,Piano,"Novaes, Guiomar",S,1920-21,13697,90821c15-b48c-45de-8cb9-4d7bebae3523
6502,Tenor,"Quait, Robert",S,1920-21,4300,19dc9251-6633-4d6b-afe8-64e9bfcb3278
6503,Other,No Soloist,S,1920-21,4300,19dc9251-6633-4d6b-afe8-64e9bfcb3278
6505,Piano,"Yeates, Harold",A,1920-21,4300,19dc9251-6633-4d6b-afe8-64e9bfcb3278
6510,Piano,"Grainger, Percy",S,1920-21,4304,faadd0a3-3f41-4e0b-b408-5f07f733ffaf
6512,Soprano,"Hempel, Frieda",S,1920-21,8582,ac6ff679-af14-43bf-b063-6f464f078320
6514,Violin,"Kochanski, Paul",S,1920-21,8583,4a241dca-7497-4f01-a5b4-b725569cc094
6515,Piano,"Cortot, Alfred",A,1920-21,8584,543c7675-377f-4a88-aa19-4004bb531cf4
6516,Piano,"Cortot, Alfred",S,1920-21,8584,543c7675-377f-4a88-aa19-4004bb531cf4
6517,Violin,"Tas, Helen Teschner",S,1920-21,13955,d684d16f-fa49-4d7c-88df-d410b6e03b6c
6519,Piano,"Laros, Earle D.",S,1920-21,6021,0d51396f-dee8-42d9-9dc1-0dd2ea0192b9
6520,Narrator,"Bispham, David Scull",S,1920-21,10345,5fbea57f-1f6c-427f-9c2a-145ca2518f85
6521,Soprano,"Harris, Rachel Morton",S,1920-21,10345,5fbea57f-1f6c-427f-9c2a-145ca2518f85
6522,Mezzo-Soprano,"Tyrone, Ada",S,1920-21,10345,5fbea57f-1f6c-427f-9c2a-145ca2518f85
6523,Womens Chorus,Oratorio Society of New York,S,1920-21,10345,5fbea57f-1f6c-427f-9c2a-145ca2518f85
6544,Cello,"Van Vliet, Cornelius",S,1920-21,13698,c716a829-3743-401b-b59e-2784b34db9d6
6545,Piano,"Rubinstein, Artur",S,1920-21,13698,c716a829-3743-401b-b59e-2784b34db9d6
6546,Violin,"Kreisler, Fritz",S,1920-21,1348,3f174dbd-7037-4d3b-9abd-036b0e32277a
6547,Piano,"Mirovitsch, Alfred",S,1920-21,13699,a9e47e80-889b-4b3b-b0fa-cf5e53398f4b
6548,Violin,"Kreisler, Fritz",S,1920-21,1352,2f1dc5b7-3f92-438a-abff-8b2c19497d3d
6549,Violin,"Kreisler, Fritz",S,1920-21,1362,bfacb86e-636c-44ac-8b33-1abcdca8bcbd
6550,Piano,"Godowsky, Leopold",S,1920-21,13700,409a7a93-f6ce-4b00-804d-7e34aeb37c9f
6551,Violin,"Schmuller, Alexander",S,1920-21,4691,524da041-929e-4d38-9333-48855631cb5e
6552,Other,No Soloist,S,1920-21,4700,8c1e3e1d-d190-42d6-bed9-712629b0fdcf
6553,Violin,"Kochanski, Paul",S,1920-21,10346,41898475-9f12-4685-9437-9de763f4dc25
6556,Soprano,"Hempel, Frieda",S,1920-21,4704,98dde3e7-d3ad-46e1-bb5c-ba98dba4aea4
6559,Piano,"Damrosch, Walter",A,1920-21,8585,b47d130d-3905-4e21-8dee-64593fd7caa3
6560,Violin,"Guidi, Scipione",S,1920-21,13701,1c7d0d2b-d891-4707-b657-b192175754ef
6561,Violin,"Bak, Adolph",A,1920-21,13701,1c7d0d2b-d891-4707-b657-b192175754ef
6562,Cello,"Van Vliet, Cornelius",S,1920-21,13701,1c7d0d2b-d891-4707-b657-b192175754ef
6563,Piano,"Powell, John",S,1920-21,8586,0c31a860-18c3-40ef-9535-3f58335bc5e1
6564,Violin,"Schmuller, Alexander",S,1920-21,4723,dcb315db-565c-4ea0-89c3-f96468d989ce
6565,Piano,"Rachmaninoff, Sergei",S,1920-21,13709,142fab08-7fe1-4e5b-8e33-96b08500b67f
6566,Piano,"Friedman, Ignaz",S,1920-21,8587,53454bb9-de26-487f-aa46-298914aac3fb
6567,Baritone,"Schwarz, Joseph",S,1920-21,4730,b055688c-0915-4c66-920a-a17c05638ad8
6569,Violin,"Guidi, Scipione",S,1920-21,13958,4477ac03-5fc8-4e27-a192-942bd7484555
6570,Piano,"Rachmaninoff, Sergei",S,1920-21,13958,4477ac03-5fc8-4e27-a192-942bd7484555
6571,Piano,"Ganz, Rudolph",S,1920-21,581,c2f771ad-0894-4eb2-9550-2ebb9459a9bc
6572,Soprano,"Easton, Florence",S,1920-21,8592,d1354fb3-83b7-41f6-8c17-1c06dc1143d3
6574,Cello,"Schulz, Leo",S,1920-21,588,21460e14-8f7e-4c36-860c-ec98e27b8c6a
6575,Violin,"Kochanski, Paul",S,1920-21,8593,c099406b-1c40-4fd0-8c30-a285c2e4cbf5
6576,Violin,"Schmuller, Alexander",S,1920-21,13959,555ce0ef-917a-4c88-9f37-9dc88606ddd5
6577,Soprano,"Macbeth, Florence",S,1920-21,600,199c8491-e1f3-4830-97c4-a88b90d2ec28
6579,Piano,"Roberts, George",A,1920-21,600,199c8491-e1f3-4830-97c4-a88b90d2ec28
6586,Other,No Soloist,S,1920-21,4742,0290a771-358f-4b95-8c2b-42ec125150a0
6587,Other,No Soloist,S,1920-21,5750,52f030b5-9c24-4e93-9357-aecfea1057ad
6588,Violin,"Megerlin, Alfred",A,1920-21,5756,ac88edf6-5389-4570-8453-f37982be77f6
6589,Other,No Soloist,S,1920-21,611,02f8e49f-ce4f-4cf6-9602-79abeb1ffb3e
6590,Piano,"Duke, John",S,1920-21,616,91a752a3-7e47-402e-806e-0caa4a5b540a
6591,Baritone,"Wahl, George C.",S,1920-21,628,b4008a35-f7ff-4812-8cce-2d57db80f18c
6592,Tenor,"Parsons, Chauncey R.",S,1920-21,628,b4008a35-f7ff-4812-8cce-2d57db80f18c
6593,Chorus,Mendelssohn Choir,S,1920-21,628,b4008a35-f7ff-4812-8cce-2d57db80f18c
6596,Piano,"Ganz, Rudolph",S,1920-21,13961,4a6f78d4-c1dc-4086-8cfd-8ff93ca028d1
